_type,_id,_revision,_page.next,id,sugauta_kiekis,matavimo_vnt,zuvies_pav,zuvies_komercinis_pav,zuvies_pav_en,zuvies_mokslinis_pav,seima,zvejybos_pastangos_id,zvejybos_pastangos_pradzia,zvejybos_pastangos_pabaiga,pastangos_trukme_val,ekonomines_zonos_kodas,ekonomines_zonos_pav,fao_zonos_kodas,fao_zonos_pav,laivo_registracijos_numeris,kapitono_id,zvejybos_irankio_pav,zvejybos_irankio_ilgis,zvejybos_irankio_tankumas,gylis,laivo_isvykimo_data_laikas,laivo_isvykimo_uosto_pav,laivo_isvykimo_uosto_salis,ar_isvykimo_uostas_eu,laivo_grizimo_data_laikas,laivo_grizimo_uosto_pavadinimas,laivo_grizimo_uosto_salis,ar_grizimo_uostas_eu
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,f2d05788-ae7a-4bc5-bfa8-3651d6aba3d2,635fc541-2a2b-49dd-a0a8-b0b0394ed1c6,,100065,2000,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76926,2005-01-27T00:00:00,2005-01-27T20:00:00,20,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),a8a6aefe4920759,e1822db470e60d0,Dugninis tralas su kėtoklėmis,,120,,2005-01-26T00:00:00,---,,,2005-01-29T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,15717647-615d-416b-8332-46aed6dea3cc,b12e30c6-7dfa-40bf-a8bd-cf20c34e6d7e,,100066,850,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76958,2005-01-28T00:00:00,2005-01-28T16:00:00,16,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),f726c77e3faf88d,e62d7f1eb43d87c,Dugninis tralas su kėtoklėmis,,105,,2005-01-27T00:00:00,---,,,2005-01-30T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,9f33759f-45b6-4dd5-a197-5e1369a3c177,dd4b6b11-c3ab-4eb2-82a0-9fe3a64bb4c8,,100067,200,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76956,2005-01-30T00:00:00,2005-01-30T08:00:00,8,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),f726c77e3faf88d,e62d7f1eb43d87c,Dugninis tralas su kėtoklėmis,,105,,2005-01-27T00:00:00,---,,,2005-01-30T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,e4d5766c-d23e-4036-993b-e5ec7131cb8c,55cdac71-9af1-4ba8-88bd-e7077dcd8065,,100068,175,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76978,2005-01-25T00:00:00,2005-01-25T16:00:00,16,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),f28af51261ea1ae,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,120,,2005-01-23T00:00:00,---,,,2005-01-28T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,e53b6fb8-d72a-4dcb-b865-651ed9a1f665,81317654-fed6-4de9-83e8-33229f1688cd,,100069,1450,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76980,2005-01-30T00:00:00,2005-01-30T16:00:00,16,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),f28af51261ea1ae,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,120,,2005-01-29T00:00:00,---,,,2005-01-31T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,d3be4541-2643-4dff-a70b-f7f072a5d746,a5d97363-2e8d-4020-89a8-68bdf3b2c673,,10007,12000,Kilogramai,Sardinė europinė,Europinė sardinė,European Pilchard(=Sardine),Sardina pilchardus,Clupeidae,26699,2011-11-04T06:00:00,2011-11-04T18:00:00,12,ESH,Vakarų Sahara,34.1.1.2,Morocco Coastal,985238eca0127c9,f38cfe2e2facbcc,Pelaginis tralas su kėtoklėmis,,40,228,2011-08-23T05:00:00,Dakhla (MAR),Vakarų Sachara,FALSE,2011-11-27T09:00:00,Dakhla (MAR),Vakarų Sachara,FALSE
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,935dfac8-b66f-40af-a54c-24b4431d096b,9054cd85-9b09-4551-9d59-015c8f02c730,,100070,1700,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76999,2005-01-26T00:00:00,2005-01-26T11:00:00,11,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),97b8adc55f12415,cb7a1d775e800fd,Dugninis tralas su kėtoklėmis,,120,,2005-01-26T00:00:00,---,,,2005-01-28T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,a0dc3982-0108-44fa-8a97-b146d7de5577,b6f6c993-ff35-4989-be5d-5e1d2b7e05cc,,100071,2050,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,77010,2005-01-24T00:00:00,2005-01-24T10:00:00,10,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),0f08aa0df9af4f3,b6692ea5df920ca,Dugninis tralas su kėtoklėmis,,120,,2005-01-24T00:00:00,Klaipėda (LTU),Lietuva,TRUE,2005-01-26T00:00:00,Klaipėda (LTU),Lietuva,TRUE
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,265a0cb1-1c9b-4264-ab42-b49ae45ccf05,9137c992-1048-4e1d-b315-3512914024bf,,100072,100,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,77017,2005-01-30T00:00:00,2005-01-30T11:00:00,11,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),2394c44c50787c4,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,18,,2005-01-29T00:00:00,---,,,2005-01-30T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,deeb9e34-9bf7-4a79-8da2-cc1ebc6a1a52,d8723305-3b9c-458f-84f9-943f068cc4c8,,100073,225,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,77053,2005-02-05T00:00:00,2005-02-05T17:00:00,17,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),dd0bd0f7d7e374d,1574bddb75c78a6,Statomi žiauniniai tinklai (inkaruojami),3600,110,,2005-02-02T00:00:00,Klaipėda (LTU),Lietuva,TRUE,2005-02-06T00:00:00,Klaipėda (LTU),Lietuva,TRUE
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,83d996ab-658e-49f2-80ab-f9bce01ad91f,a4c07f6e-7b2f-4232-be84-8abb8fffef95,,100074,500,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,77058,2005-02-02T00:00:00,2005-02-02T08:00:00,8,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),97b8adc55f12415,cb7a1d775e800fd,Dugninis tralas su kėtoklėmis,,120,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,9ffe943e-c7ae-4418-b850-b43d25dbb8f0,0bbac439-c2d5-4714-8167-b103480f84c6,,100075,16100,Kilogramai,Šprotas atlantinis,Šprotas (Bretlingis),European Sprat,Sprattus sprattus,Clupeidae,77066,2005-02-06T00:00:00,2005-02-06T00:00:00,0,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),6d25bf20e4c7dec,0159a99ed28b058,Pelaginis tralas su kėtoklėmis,,10,,2005-02-06T00:00:00,---,,,2005-02-06T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,dbe6c576-15de-4600-a858-868d860c5573,cb0b8329-cda9-49ef-8579-43af82e1fa8d,,100076,50,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,77070,2005-02-03T00:00:00,2005-02-03T05:00:00,5,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),7eb83c5f987b805,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,18,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,86138e88-9257-4d71-89a6-085af06c5032,689b6471-d976-490b-b943-35ffcfb90eb2,,100077,1000,Kilogramai,Atlantinė silkė,Strimelė (Baltijos silkė),Atlantic Herring,Clupea harengus,Clupeidae,77070,2005-02-03T00:00:00,2005-02-03T05:00:00,5,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),7eb83c5f987b805,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,18,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,3264affb-b0c2-405a-8bd2-f3f705027cd2,200aba60-10ad-4898-9f03-4ac88a8d5f51,,100078,1475,Kilogramai,Atlantinė silkė,Strimelė (Baltijos silkė),Atlantic Herring,Clupea harengus,Clupeidae,77069,2005-02-04T00:00:00,2005-02-04T06:18:00,6,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),7eb83c5f987b805,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,18,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,8f2f8d2f-632e-4b58-bae4-3b2fd29915e4,1500fa8d-1ed9-456f-af58-522870b957ed,,100079,250,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,77073,2005-02-03T00:00:00,2005-02-03T08:00:00,8,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),f28af51261ea1ae,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,120,,2005-02-03T00:00:00,---,,,2005-02-05T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,27d14b1f-e062-4bd8-9c77-66c9fc06c317,be933810-4548-4bd2-8b4e-b499994e474d,,10008,47000,Kilogramai,Sardinė europinė,Europinė sardinė,European Pilchard(=Sardine),Sardina pilchardus,Clupeidae,26697,2011-11-06T21:00:00,2011-11-07T07:00:00,10,ESH,Vakarų Sahara,34.1.1.2,Morocco Coastal,985238eca0127c9,f38cfe2e2facbcc,Pelaginis tralas su kėtoklėmis,,40,225,2011-08-23T05:00:00,Dakhla (MAR),Vakarų Sachara,FALSE,2011-11-27T09:00:00,Dakhla (MAR),Vakarų Sachara,FALSE
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,89d795cd-ff0f-4d95-a276-0a99667c195c,0bb1df79-3418-465d-b2cf-6db7dfd96e97,,100080,138,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,77080,2005-02-04T00:00:00,2005-02-04T04:00:00,4,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),5042f4d5f8e93f1,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,120,,2005-02-04T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,f03ef3a7-8ea2-41f4-9319-f4f865f6ed8c,be0b7c74-b390-44c1-85f8-d8f061557ae4,,100081,25,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,77082,2005-02-06T00:00:00,2005-02-06T04:18:00,4,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),5042f4d5f8e93f1,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,120,,2005-02-06T00:00:00,---,,,2005-02-06T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,b9dfcceb-bc58-4969-8538-e7402f7a05c1,ef668f0f-ebbe-4c16-930c-3b517e92241c,,100082,475,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,77090,2005-02-04T00:00:00,2005-02-04T07:00:00,7,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),a6c769606fd03a0,cb4e5208b4cd872,Dugninis tralas su kėtoklėmis,,120,,2005-02-02T00:00:00,Klaipėda (LTU),Lietuva,TRUE,2005-02-04T00:00:00,Klaipėda (LTU),Lietuva,TRUE
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,90c8c1a8-5956-4f31-9631-15f682138198,e423cb90-1192-472c-9c6f-06e7c8c1f617,,100083,1025,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,77094,2005-02-02T00:00:00,2005-02-02T11:00:00,11,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),a8a6aefe4920759,e1822db470e60d0,Dugninis tralas su kėtoklėmis,,120,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,acc14a90-4586-4444-a6a9-2e89f208ea37,1f5f1e27-035d-4757-8c31-6de529508c5a,,100084,1443,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,77092,2005-02-04T00:00:00,2005-02-04T14:00:00,14,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),a8a6aefe4920759,e1822db470e60d0,Dugninis tralas su kėtoklėmis,,120,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,4921182a-bed2-42ab-b659-7dd13e38c08e,f033d0b1-f025-4a11-b919-fff4539e2ed3,,100085,1050,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,77092,2005-02-04T00:00:00,2005-02-04T14:00:00,14,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),a8a6aefe4920759,e1822db470e60d0,Dugninis tralas su kėtoklėmis,,120,,2005-02-02T00:00:00,---,,,2005-02-04T00:00:00,---,,
